33,Jogging,1.676522587,-0.119692547,-0.06527239,-0.148103088,0.068356536,0.13349776,-0.051402595,0.068356536,0.13349776,-0.051402595;
33,Jogging,2.676522587,-0.522289013,-0.151326287,-0.1628855,0.077630199,0.053679354,-0.120644256,0.077630199,0.053679354,-0.120644256;
33,Jogging,3.676522587,-0.729583856,-0.070483403,-0.107378132,0.082546055,-0.02496138,-0.124491818,0.082546055,-0.02496138,-0.124491818;
33,Jogging,4.676522587,-0.7432529,0.03588789,-0.082211104,0.095828563,-0.115281425,-0.07933446,0.095828563,-0.115281425,-0.07933446;
33,Jogging,5.676522587,-0.748286803,0.071997022,-0.033006271,0.091048874,-0.180213362,-0.015142098,0.091048874,-0.180213362,-0.015142098;
33,Jogging,6.676522587,-0.590247282,0.207255095,0.069838968,0.065225266,-0.194685251,0.058271665,0.065225266,-0.194685251,0.058271665;
33,Jogging,7.676522587,-0.408335886,0.325691798,0.059780004,0.031279676,-0.193724975,0.130476564,0.031279676,-0.193724975,0.130476564;
33,Jogging,8.676522587,-0.238539292,0.332952436,0.043277708,0.01647676,-0.175110281,0.17786938,0.01647676,-0.175110281,0.17786938;
33,Jogging,9.676522587,-0.152482472,0.241762637,-0.073171765,0.017315604,-0.128796861,0.192018241,0.017315604,-0.128796861,0.192018241;
33,Jogging,10.67652259,-0.094962595,0.15179069,-0.139470722,0.023284011,-0.084940188,0.176101848,0.023284011,-0.084940188,0.176101848;
33,Jogging,11.67652259,-0.040150809,0.091022041,-0.131699504,0.023927663,-0.054137629,0.157954425,0.023927663,-0.054137629,0.157954425;
33,Jogging,12.67652259,-0.046882163,0.059659227,-0.094635994,0.025633153,-0.026920922,0.131580874,0.025633153,-0.026920922,0.131580874;
33,Jogging,13.67652259,-0.0636708,0.056846215,-0.098410836,0.027123883,-0.009622383,0.11097566,0.027123883,-0.009622383,0.11097566;
33,Jogging,14.67652259,-0.082190207,0.080535718,-0.147981142,0.025428779,0.000352487,0.093003318,0.025428779,0.000352487,0.093003318;
33,Jogging,15.67652259,-0.089001641,0.120538935,-0.146109284,0.015701551,0.00325077,0.077721857,0.015701551,0.00325077,0.077721857;
33,Jogging,16.67652259,-0.095815413,0.126347329,-0.13155688,0.006139205,-0.019059328,0.068371497,0.006139205,-0.019059328,0.068371497;
33,Jogging,17.67652259,-0.156349669,0.110986094,-0.098856826,0.009019409,-0.048549905,0.056444395,0.009019409,-0.048549905,0.056444395;
33,Jogging,18.67652259,-0.163898769,0.110002051,-0.056438657,0.004188702,-0.082492694,0.041946147,0.004188702,-0.082492694,0.041946147;
33,Jogging,19.67652259,-0.148414199,0.105674836,-0.042833764,-0.008019459,-0.106511116,0.031812932,-0.008019459,-0.106511116,0.031812932;
33,Jogging,20.67652259,-0.093657942,0.069985098,-0.009558686,-0.017214822,-0.126171634,0.023826111,-0.017214822,-0.126171634,0.023826111;
33,Jogging,21.67652259,-0.067653733,0.00862199,0.026740415,-0.018216249,-0.138444275,0.025263591,-0.018216249,-0.138444275,0.025263591;
33,Jogging,22.67652259,-0.009124387,-0.002570727,0.00440861,-0.007127645,-0.140734047,0.047998998,-0.007127645,-0.140734047,0.047998998;
33,Jogging,23.67652259,0.100857498,0.009326047,-0.016826632,0.003278844,-0.12424694,0.0822405,0.003278844,-0.12424694,0.0822405;
33,Jogging,24.67652259,0.185226219,0.017992753,-0.025375995,0.013176215,-0.090733193,0.098813616,0.013176215,-0.090733193,0.098813616;
33,Jogging,25.67652259,0.201863466,0.002526888,-0.043510787,0.009971756,-0.060124535,0.084671766,0.009971756,-0.060124535,0.084671766;
33,Jogging,26.67652259,0.212473122,-0.019070903,-0.078766517,0.002585745,-0.023538828,0.05377005,0.002585745,-0.023538828,0.05377005;
33,Jogging,27.67652259,0.25610885,-0.030713995,-0.090572324,-0.003562968,0.019301519,0.005259105,-0.003562968,0.019301519,0.005259105;
33,Jogging,28.67652259,0.268063492,-0.050283496,-0.12351649,-0.010919418,0.044392489,-0.035293382,-0.010919418,0.044392489,-0.035293382;
33,Jogging,29.67652259,0.212440389,-0.032414954,-0.124464,-0.005996147,0.046056882,-0.054414291,-0.005996147,0.046056882,-0.054414291;
33,Jogging,30.67652259,0.135274147,0.024938919,-0.075711075,-0.004147913,0.031905908,-0.055380218,-0.004147913,0.031905908,-0.055380218;
33,Jogging,31.67652259,0.065723057,0.025353345,0.00591938,-0.003627855,0.023376916,-0.047466759,-0.003627855,0.023376916,-0.047466759;
33,Jogging,32.67652259,0.025739421,-0.011564181,0.032215193,0.006752082,0.013634006,-0.039165683,0.006752082,0.013634006,-0.039165683;
33,Jogging,33.67652259,-0.039219081,-0.053166065,0.022983328,0.009259632,0.003510277,-0.027211383,0.009259632,0.003510277,-0.027211383;
33,Jogging,34.67652259,-0.030941082,-0.046827802,0.012636633,0.012281254,0.007124718,-0.031792819,0.012281254,0.007124718,-0.031792819;
